Feature, Handler, Value
DAEMONSETSPEC_revisionHistoryLimit, DAEMONSETSPEC_revisionHistoryLimit, 
DAEMONSETSPEC_updateStrategy, DAEMONSETSPEC_updateStrategy, 
DAEMONSETSPEC_UPDATESTRATEGY_type, DAEMONSETSPEC_UPDATESTRATEGY_type, 
DAEMONSETSPEC_UPDATESTRATEGY_rollingUpdate, DAEMONSETSPEC_UPDATESTRATEGY_rollingUpdate, 
DAEMONSETSPEC_UPDATESTRATEGY_ROLLINGUPDATE_maxUnavailable, DAEMONSETSPEC_UPDATESTRATEGY_ROLLINGUPDATE_maxUnavailable, 
DAEMONSETSPEC_UPDATESTRATEGY_ROLLINGUPDATE_maxSurge, DAEMONSETSPEC_UPDATESTRATEGY_ROLLINGUPDATE_maxSurge, 
ReplicationControllerSpec, ReplicationControllerSpec, 
REPLICATIONCONTROLLERSPEC_selector, REPLICATIONCONTROLLERSPEC_selector, 
REPLICATIONCONTROLLERSPEC_SELECTOR_matchLabels, REPLICATIONCONTROLLERSPEC_SELECTOR_matchLabels, 
REPLICATIONCONTROLLERSPEC_SELECTOR_MATCHLABELS_key, REPLICATIONCONTROLLERSPEC_SELECTOR_MATCHLABELS_key, 
REPLICATIONCONTROLLERSPEC_SELECTOR_MATCHLABELS_value, REPLICATIONCONTROLLERSPEC_SELECTOR_MATCHLABELS_value, 
REPLICATIONCONTROLLERSPEC_template, REPLICATIONCONTROLLERSPEC_template, 
REPLICATIONCONTROLLERSPEC_TEMPLATE_metadataReference, REPLICATIONCONTROLLERSPEC_TEMPLATE_metadataReference, 
REPLICATIONCONTROLLERSPEC_TEMPLATE_podSpecReference, REPLICATIONCONTROLLERSPEC_TEMPLATE_podSpecReference, 
REPLICATIONCONTROLLERSPEC_minReadySeconds, REPLICATIONCONTROLLERSPEC_minReadySeconds, 
REPLICATIONCONTROLLERSPEC_replicas, REPLICATIONCONTROLLERSPEC_replicas, 
HorizontalPodAutoscalerSpec, HorizontalPodAutoscalerSpec, 
HORIZONTALPODAUTOSCALERSPEC_scaleTargetRef, HORIZONTALPODAUTOSCALERSPEC_scaleTargetRef, 
HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_apiVersion, HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_apiVersion, 
HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_kind, HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_kind, 
HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_name, HORIZONTALPODAUTOSCALERSPEC_SCALETARGETREF_name, 
HORIZONTALPODAUTOSCALERSPEC_maxReplicas, HORIZONTALPODAUTOSCALERSPEC_maxReplicas, 
HORIZONTALPODAUTOSCALERSPEC_minReplicas, HORIZONTALPODAUTOSCALERSPEC_minReplicas, 
HORIZONTALPODAUTOSCALERSPEC_metrics, HORIZONTALPODAUTOSCALERSPEC_metrics, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_containerResource, HORIZONTALPODAUTOSCALERSPEC_METRICS_containerResource, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_container, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_container, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_target, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_target, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_AverageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_AverageValue, AverageValue
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_Utilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_Utilization, Utilization
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_Value, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_TYPE_Value, Value
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_averageUtilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_averageUtilization, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_averageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_averageValue, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_CONTAINERRESOURCE_TARGET_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_external, HORIZONTALPODAUTOSCALERSPEC_METRICS_external, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_metric, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_metric, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_selector, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_selector, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_matchlabels, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_matchlabels, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_MATCHLABELS_key, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_MATCHLABELS_key, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_MATCHLABELS_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_SELECTOR_MATCHLABELS_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_target, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_target, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_AverageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_AverageValue, AverageValue
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_Utilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_Utilization, Utilization
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_Value, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_TYPE_Value, Value
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_averageUtilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_averageUtilization, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_averageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_averageValue, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_EXTERNAL_TARGET_value,
HORIZONTALPODAUTOSCALERSPEC_METRICS_object, HORIZONTALPODAUTOSCALERSPEC_METRICS_object,  
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_describedObject, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_describedObject, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_apiVersion, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_apiVersion, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_kind, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_kind, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_DESCRIBEDOBJECT_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_metric, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_metric, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_selector, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_selector, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_matchlabels, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_matchlabels, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_MATCHLABELS_key, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_MATCHLABELS_key, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_MATCHLABELS_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_SELECTOR_MATCHLABELS_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_target, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_target, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_AverageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_AverageValue, AverageValue
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_Utilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_Utilization, Utilization
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_Value, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_TYPE_Value, Value
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_averageUtilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_averageUtilization, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_averageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_averageValue, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_OBJECT_TARGET_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_pods, HORIZONTALPODAUTOSCALERSPEC_METRICS_pods, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_metric, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_metric, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_selector, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_selector, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_matchlabels, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_matchlabels, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_MATCHLABELS_key, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_MATCHLABELS_key, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_MATCHLABELS_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_SELECTOR_MATCHLABELS_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_target, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_target, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_AverageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_AverageValue, AverageValue
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_Utilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_Utilization, Utilization
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_Value, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_TYPE_Value, Value
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_averageUtilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_averageUtilization, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_averageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_averageValue, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_PODS_TARGET_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_resource, HORIZONTALPODAUTOSCALERSPEC_METRICS_resource, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_name, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_name, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_target, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_target, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_type, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_type, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_AverageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_AverageValue, AverageValue
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_Utilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_Utilization, Utilization
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_Value, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_TYPE_Value, Value
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_averageUtilization, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_averageUtilization, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_averageValue, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_averageValue, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_value, HORIZONTALPODAUTOSCALERSPEC_METRICS_RESOURCE_TARGET_value, 
HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_containerResource, HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_containerResource, ContainerResource
HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_external, HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_external, External
HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_object, HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_object, Object
HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_pods, HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_pods, Pods
HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_resource, HORIZONTALPODAUTOSCALERSPEC_METRICS_TYPE_resource, Resource
HORIZONTALPODAUTOSCALERSPEC_behavior, HORIZONTALPODAUTOSCALERSPEC_behavior, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_scaleDown, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_scaleDown, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_policies, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_policies, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_periodSeconds, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_periodSeconds, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_type, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_type, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_value, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_POLICIES_value, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_selectPolicy, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_selectPolicy, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_stabilizationWindowSeconds, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEDOWN_stabilizationWindowSeconds, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_scaleUp, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_scaleUp, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_policies, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_policies, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_periodSeconds, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_periodSeconds, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_type, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_type, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_value, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_POLICIES_value, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_selectPolicy, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_selectPolicy, 
HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_stabilizationWindowSeconds, HORIZONTALPODAUTOSCALERSPEC_BEHAVIOR_SCALEUP_stabilizationWindowSeconds, 
ReplicaSetSpec, ReplicaSetSpec, 
REPLICASETSPEC_replicas, REPLICASETSPEC_replicas, 
REPLICASETSPEC_selector, REPLICASETSPEC_selector, 
REPLICASETSPEC_SELECTOR_matchExpressions, REPLICASETSPEC_SELECTOR_matchExpressions, 
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_key, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_key, 
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_operator, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_operator, 
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_In, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_In, In
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, NotIn
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, Exist
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotExist, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotExist, NotExist
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_values, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_values, 
REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_VALUES_value, REPLICASETSPEC_SELECTOR_MATCHEXPRESSIONS_VALUES_value, 
REPLICASETSPEC_SELECTOR_matchLabels, REPLICASETSPEC_SELECTOR_matchLabels, 
REPLICASETSPEC_SELECTOR_MATCHLABELS_key, REPLICASETSPEC_SELECTOR_MATCHLABELS_key,
REPLICASETSPEC_SELECTOR_MATCHLABELS_value, REPLICASETSPEC_SELECTOR_MATCHLABELS_value, 
REPLICASETSPEC_minReadySeconds, REPLICASETSPEC_minReadySeconds, 
REPLICASETSPEC_template, REPLICASETSPEC_template, 
REPLICASETSPEC_TEMPLATE_metadataReference, REPLICASETSPEC_TEMPLATE_metadataReference, 
REPLICASETSPEC_TEMPLATE_podSpecReference, REPLICASETSPEC_TEMPLATE_podSpecReference, 
PodDisruptionBudgetSpec, PodDisruptionBudgetSpec, 
PODDISRUPTIONBUDGETSPEC_unhealthyPodEvictionPolicy, PODDISRUPTIONBUDGETSPEC_unhealthyPodEvictionPolicy, 
PODDISRUPTIONBUDGETSPEC_UNHEALTHYPODEVICTIONPOLICY_IfHealthyBudget, PODDISRUPTIONBUDGETSPEC_UNHEALTHYPODEVICTIONPOLICY_IfHealthyBudget, IfHealthyBudget
PODDISRUPTIONBUDGETSPEC_UNHEALTHYPODEVICTIONPOLICY_AlwaysAllow, PODDISRUPTIONBUDGETSPEC_UNHEALTHYPODEVICTIONPOLICY_AlwaysAllow, AlwaysAllow
PODDISRUPTIONBUDGETSPEC_maxUnavailable, PODDISRUPTIONBUDGETSPEC_maxUnavailable, 
PODDISRUPTIONBUDGETSPEC_minAvailable, PODDISRUPTIONBUDGETSPEC_minAvailable, 
PODDISRUPTIONBUDGETSPEC_selector, PODDISRUPTIONBUDGETSPEC_selector, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_matchExpressions, PODDISRUPTIONBUDGETSPEC_SELECTOR_matchExpressions, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_key, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_key, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_operator, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_operator, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_In, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_In, In
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, NotIn
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, Exist
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_DoesNotExist, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_DoesNotExist, DoesNotExist
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_values, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_values, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_VALUES_value, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHEXPRESSIONS_VALUES_value, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_matchLabels, PODDISRUPTIONBUDGETSPEC_SELECTOR_matchLabels, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHLABELS_key, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHLABELS_key, 
PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHLABELS_value, PODDISRUPTIONBUDGETSPEC_SELECTOR_MATCHLABELS_value, 
ResourceQuotaSpec, ResourceQuotaSpec, 
RESOURCEQUOTASPEC_hard, RESOURCEQUOTASPEC_hard, 
RESOURCEQUOTASPEC_HARD_cpu, RESOURCEQUOTASPEC_HARD_cpu, 
RESOURCEQUOTASPEC_HARD_memory, RESOURCEQUOTASPEC_HARD_memory, 
RESOURCEQUOTASPEC_HARD_pods, RESOURCEQUOTASPEC_HARD_pods, 
RESOURCEQUOTASPEC_scopeSelector, RESOURCEQUOTASPEC_scopeSelector, 
RESOURCEQUOTASPEC_SCOPESELECTOR_matchExpressions, RESOURCEQUOTASPEC_SCOPESELECTOR_matchExpressions, 
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_scopeName, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_scopeName, 
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_operator, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_operator, 
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_In, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_In, In
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_NotIn, NotIn
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_Exist, Exist
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_DoesNotExist, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_OPERATOR_DoesNotExist, DoesNotExist
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_values, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_values, 
RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_VALUES_value, RESOURCEQUOTASPEC_SCOPESELECTOR_MATCHEXPRESSIONS_VALUES_value, 
RESOURCEQUOTASPEC_scopes, RESOURCEQUOTASPEC_scopes, 
RESOURCEQUOTASPEC_SCOPES_scope, RESOURCEQUOTASPEC_SCOPES_scope, 
IngressClassSpec, IngressClassSpec, 
INGRESSCLASSSPEC_controller, INGRESSCLASSSPEC_controller, 
INGRESSCLASSSPEC_parameters, INGRESSCLASSSPEC_parameters, 
INGRESSCLASSSPEC_PARAMETERS_kind, INGRESSCLASSSPEC_PARAMETERS_kind, 
INGRESSCLASSSPEC_PARAMETERS_name, INGRESSCLASSSPEC_PARAMETERS_name, 
INGRESSCLASSSPEC_PARAMETERS_scope, INGRESSCLASSSPEC_PARAMETERS_scope, 
INGRESSCLASSSPEC_PARAMETERS_SCOPE_Cluster, INGRESSCLASSSPEC_PARAMETERS_SCOPE_Cluster, Cluster
INGRESSCLASSSPEC_PARAMETERS_SCOPE_Namespace, INGRESSCLASSSPEC_PARAMETERS_SCOPE_Namespace, Namespace
INGRESSCLASSSPEC_PARAMETERS_namespace, INGRESSCLASSSPEC_PARAMETERS_namespace, 
INGRESSCLASSSPEC_PARAMETERS_apiGroup, INGRESSCLASSSPEC_PARAMETERS_apiGroup, 

APIServiceSpec, APIServiceSpec, 
APISERVICESPEC_groupPriorityMinimum, APISERVICESPEC_groupPriorityMinimum, 
